,unixtime,latitudine,longitudine,altitudine,precisione_orizzontale,precisione_verticale,geometry,delta_tempo,distanza_orizzontale,distanza_verticale,distanza_reale,pendenza,velocita,delta_velocita,accelerazione,pendenza_radianti,accelerazione_max,distanza_percorsa,time_from_start,stato,nome_impianto,impianto_inizio,impianto_fine,time_from_start_minuti,velocita_kmh,impianti,delta_minuti,discesa
23,1734866776.0,46.505834,12.934413,1702.77804,1.4,3.8,POINT (1439852.2688698978 5861783.344784057),2.0,19.45724945516293,-3.404752000000144,19.752895801424742,-9.925483619429356,10.769599579798642,-2.2950676855495935,-1.1475338427747968,-0.17323236901180608,-1.6909225591921713,430.7839831919457,144.0,Discesa,,Valvan,Valvan,128.81666666666666,35.55521244256454,Valvan-Valvan,0.03333333333333144,4
24,1734866779.0,46.505746,12.93451,1698.868485,1.5,3.8,POINT (1439863.066860505 5861769.112063191),3.0,17.86524403406476,-3.909554999999955,18.288016969991883,-12.343778767994284,10.997681636618879,-3.78044224404841,-1.2601474146828033,-0.2154395816392695,-2.0971510805644544,449.0720001619376,147.0,Discesa,,Valvan,Valvan,128.86666666666667,21.945620363990262,Valvan-Valvan,0.05000000000001137,4
25,1734866782.0,46.505638,12.934589,1696.280117,1.6,3.8,POINT (1439871.8611002776 5861751.644664528),3.0,19.55629487489898,-2.588367999999946,19.72684257901968,-7.539545498585918,11.251172225782975,0.4796085363425995,0.15986951211419984,-0.13158989305424174,-1.2871745682709914,468.79884274095724,150.0,Discesa,,Valvan,Valvan,128.91666666666666,23.67221109482362,Valvan-Valvan,0.04999999999998295,4
26,1734866785.0,46.505514,12.934552,1693.881368,1.6,3.8,POINT (1439867.7422791182 5861731.589545895),3.0,20.473701939499552,-2.3987489999999525,20.613744634890296,-6.6824480676305775,11.515590291196412,0.295634018623538,0.09854467287451267,-0.11663072087368628,-1.1415552150660844,489.4125873758475,153.0,Discesa,,Valvan,Valvan,128.96666666666667,24.736493561868357,Valvan-Valvan,0.05000000000001137,4
27,1734866787.0,46.505437,12.934479,1691.059191,1.6,3.8,POINT (1439859.6159562902 5861719.135987188),2.0,14.870381541465699,-2.8221770000000106,15.135816139478335,-10.746083330120415,11.718543565517246,0.6966598581090686,0.3483299290545343,-0.18755453580427797,-1.8291419580466908,504.54840351532584,155.0,Discesa,,Valvan,Valvan,129.0,27.244469051061003,Valvan-Valvan,0.03333333333333144,4
28,1734866789.0,46.505355,12.934395,1688.808471,1.6,3.8,POINT (1439850.265119064 5861705.873775231),2.0,16.227274041710693,-2.250720000000001,16.382617719497016,-7.896534631420029,11.944915136594664,0.6234007900093408,0.3117003950046704,-0.13782052881603638,-1.347743295854547,520.9310212348229,157.0,Discesa,,Valvan,Valvan,129.03333333333333,29.48871189509463,Valvan-Valvan,0.03333333333333144,4
29,1734866791.0,46.505249,12.934309,1686.335708,1.4,3.8,POINT (1439840.6916428555 5861688.729969908),2.0,19.6357201974108,-2.4727629999999863,19.790807576376853,-7.177581210268163,12.242758388178109,1.7040949284399183,0.8520474642199591,-0.12527242444845887,-1.225710721322712,540.7218288111998,159.0,Discesa,,Valvan,Valvan,129.06666666666666,35.623453637478335,Valvan-Valvan,0.03333333333333144,4
30,1734866793.0,46.505131,12.934214,1683.695017,1.5,3.8,POINT (1439830.1162912303 5861669.645395753),2.0,21.81877706606251,-2.6406910000000607,21.97799539575929,-6.900851105187768,12.582107870466167,1.0935939096912186,0.5467969548456093,-0.12044257297541609,-1.1786870569187153,562.6998242069591,161.0,Discesa,,Valvan,Valvan,129.1,39.56039171236672,Valvan-Valvan,0.03333333333333144,4
31,1734866795.0,46.505035,12.934178,1681.983206,1.4,3.8,POINT (1439826.1087895613 5861654.1189931035),2.0,16.03525019637856,-1.7118109999998978,16.126361826530474,-6.093418770984062,12.783891225279524,-2.9258167846144083,-1.4629083923072042,-0.1063502202564982,-1.0413300960649425,578.8261860334895,163.0,Discesa,,Valvan,Valvan,129.13333333333333,29.027451287754854,Valvan-Valvan,0.03333333333333144,4
32,1734866797.0,46.504965,12.934078,1680.404209,1.4,3.8,POINT (1439814.976840482 5861642.797675123),2.0,15.877422054860721,-1.5789970000000721,15.955743875927155,-5.679345662500054,12.977060288932728,-0.08530897530165937,-0.04265448765082969,-0.09912328116948459,-0.9708077975211683,594.7819299094167,165.0,Discesa,,Valvan,Valvan,129.16666666666666,28.72033897666888,Valvan-Valvan,0.03333333333333144,4
33,1734866799.0,46.504866,12.934004,1678.333289,1.4,3.8,POINT (1439806.7391981634 5861626.786121726),2.0,18.00634869063807,-2.0709200000001147,18.125046284499355,-6.560792772019998,13.212365953880825,1.0846512042861,0.54232560214305,-0.11450743541279468,-1.1208647349703738,612.9069761939161,167.0,Discesa,,Valvan,Valvan,129.2,32.62508331209884,Valvan-Valvan,0.03333333333333144,4
34,1734866801.0,46.504767,12.933899,1676.103087,1.4,3.8,POINT (1439795.0506516304 5861610.774597487),2.0,19.824001324104323,-2.230201999999963,19.949055853821598,-6.418792013287923,13.480956895691454,0.9120047846611214,0.4560023923305607,-0.11202905463258987,-1.096707622672201,632.8560320477377,169.0,Discesa,,Valvan,Valvan,129.23333333333332,35.908300536878876,Valvan-Valvan,0.03333333333333144,4
35,1734866803.0,46.504651,12.933819,1673.519628,1.4,3.8,POINT (1439786.1450923667 5861592.013656691),2.0,20.767327352734636,-2.583458999999948,20.927401792394605,-7.091174716986576,13.763861765055417,0.48917296928650345,0.24458648464325172,-0.12376434664559283,-1.2110310224563978,653.7834338401323,171.0,Discesa,,Valvan,Valvan,129.26666666666668,37.66932322631029,Valvan-Valvan,0.03333333333335986,4
36,1734866805.0,46.504528,12.93379,1670.790988,1.5,3.8,POINT (1439782.9168271339 5861572.120633884),2.0,20.153264072826325,-2.7286400000000413,20.337146531376337,-7.71064211709902,14.027942712933127,-0.2951276305091337,-0.14756381525456685,-0.13457609238632406,-1.3162101359058682,674.1205803715086,173.0,Discesa,,Valvan,Valvan,129.3,36.60686375647741,Valvan-Valvan,0.03333333333333144,4
37,1734866807.0,46.504413,12.93379,1669.907377,1.5,3.8,POINT (1439782.9168271339 5861553.521506934),2.0,18.59912694990635,-0.8836109999999735,18.62010450287682,-2.7199740967773534,14.250665517415928,-0.8585210142497584,-0.4292605071248792,-0.0474725035577237,-0.4655303577195548,692.7406848743855,175.0,Discesa,,Valvan,Valvan,129.33333333333334,33.51618810517828,Valvan-Valvan,0.03333333333333144,4
38,1734866809.0,46.504275,12.933851,1668.095907,1.5,3.8,POINT (1439789.7073160722 5861531.202606527),2.0,23.3290388874525,-1.8114700000000994,23.39926235959526,-4.440034753190478,14.565558248826727,2.389578928359219,1.1947894641796095,-0.07749322534614764,-0.759447901686263,716.1399472339807,177.0,Discesa,,Valvan,Valvan,129.36666666666667,42.11867224727147,Valvan-Valvan,0.03333333333333144,4
39,1734866811.0,46.504127,12.933842,1666.195454,1.6,3.8,POINT (1439788.705440655 5861507.266457459),2.0,23.957107224491494,-1.9004529999999704,24.032367926839658,-4.535622327161019,14.886147120552812,0.31655278362219974,0.15827639181109987,-0.07916154323592722,-0.7757639191757909,740.1723151608204,179.0,Discesa,,Valvan,Valvan,129.4,43.258262268311384,Valvan-Valvan,0.03333333333333144,4
40,1734866813.0,46.504003,12.93389,1664.526537,1.7,3.8,POINT (1439794.048776213 5861487.211896249),2.0,20.754196207217614,-1.668916999999965,20.821189787343442,-4.597460099312126,15.135782418858506,-1.6055890697481079,-0.8027945348740539,-0.08024081596206209,-0.786317974007025,760.9935049481638,181.0,Discesa,,Valvan,Valvan,129.43333333333334,37.4781416172182,Valvan-Valvan,0.03333333333333144,4
41,1734866815.0,46.503889,12.933972,1662.281297,1.6,3.8,POINT (1439803.1769744582 5861468.774678721),2.0,20.573161968355542,-2.245239999999967,20.695315799324995,-6.228292452172171,15.377484998311255,-0.06293699400922392,-0.03146849700461196,-0.10870421006751585,-1.0642893596587726,781.6888207474889,183.0,Discesa,,Valvan,Valvan,129.46666666666667,37.25156843878499,Valvan-Valvan,0.03333333333333144,4
42,1734866817.0,46.503776,12.933978,1660.20586,1.7,3.8,POINT (1439803.8448914029 5861450.499229325),2.0,18.28765057832349,-2.0754369999999653,18.40504285286574,-6.474706403330986,15.569394102493389,-1.145136473229627,-0.5725682366148135,-0.11300494483808565,-1.1062205686106032,800.0938636003547,185.0,Discesa,,Valvan,Valvan,129.5,33.12907713515833,Valvan-Valvan,0.03333333333333144,4
43,1734866819.0,46.503672,12.93404,1657.414406,1.8,3.8,POINT (1439810.7466998321 5861433.679380265),2.0,18.180821818411427,-2.7914539999999306,18.39387119197426,-8.72893526802732,15.756983129691895,-0.005585830445740569,-0.0027929152228702847,-0.15234866062053043,-1.488765657549443,818.487734792329,187.0,Discesa,,Valvan,Valvan,129.53333333333333,33.10896814555367,Valvan-Valvan,0.03333333333333144,4
44,1734866821.0,46.503595,12.934119,1655.948524,1.9,3.8,POINT (1439819.5409396049 5861421.226243517),2.0,15.245303146773407,-1.4658820000001924,15.315615497750775,-5.492277885097254,15.8819685769539,-1.5391278471117422,-0.7695639235558711,-0.09585833252941788,-0.9389307548308296,833.8033502900797,189.0,Discesa,,Valvan,Valvan,129.56666666666666,27.568107895951396,Valvan-Valvan,0.03333333333333144,4
45,1734866823.0,46.503498,12.93419,1654.292405,1.7,3.8,POINT (1439827.444623451 5861405.538550901),2.0,17.566215242838123,-1.6561189999999897,17.64411086169772,-5.385848892950948,16.048224398672243,1.164247681973472,0.582123840986736,-0.09400079619688566,-0.9207903712092556,851.4474611517775,191.0,Discesa,,Valvan,Valvan,129.6,31.759399551055896,Valvan-Valvan,0.03333333333333144,4
46,1734866825.0,46.50337,12.934266,1650.875761,1.7,3.8,POINT (1439835.9049047513 5861384.837308638),2.0,22.363313505166644,-3.4166439999999056,22.622803697886436,-8.686421324704394,16.30390131325798,2.4893464180943585,1.2446732090471793,-0.15160665233153914,-1.4815704581802331,874.0702648496639,193.0,Discesa,,Valvan,Valvan,129.63333333333333,40.72104665619558,Valvan-Valvan,0.03333333333333144,4
47,1734866827.0,46.503287,12.934385,1648.869702,1.7,3.8,POINT (1439849.151924156 5861371.413872908),2.0,18.859272252659146,-2.00605900000005,18.965664307147282,-6.071715725971255,16.486817153664205,-1.828569695369577,-0.9142848476847885,-0.10597143066331619,-1.0376350899864988,893.0359291568112,195.0,Discesa,,Valvan,Valvan,129.66666666666666,34.13819575286511,Valvan-Valvan,0.03333333333333144,4
48,1734866829.0,46.503188,12.934473,1646.6186,1.6,3.8,POINT (1439858.9480393457 5861355.402813716),2.0,18.77013290474186,-2.251101999999946,18.904638305878187,-6.83881949146369,16.664903770891787,-0.030513000634547538,-0.015256500317273769,-0.11935991707560563,-1.1681424559777436,911.9405674626894,197.0,Discesa,,Valvan,Valvan,129.7,34.028348950580735,Valvan-Valvan,0.03333333333333144,4
49,1734866831.0,46.503094,12.93455,1644.822835,1.6,3.8,POINT (1439867.5196401367 5861340.200420862),2.0,17.45236627516684,-1.795765000000074,17.544510837803546,-5.87478687387787,16.814805436591833,-0.6800637340373203,-0.34003186701866017,-0.10253437380211368,-1.0041006450885004,929.4850783004929,199.0,Discesa,,Valvan,Valvan,129.73333333333332,31.580119508046383,Valvan-Valvan,0.03333333333333144,4
50,1734866833.0,46.502989,12.934589,1641.164595,1.6,3.8,POINT (1439871.8611002776 5861323.219055668),2.0,17.527550884072852,-3.658239999999978,17.905243921582382,-11.789174211523527,16.96818487561926,0.18036654188941803,0.09018327094470902,-0.20575990608229197,-2.004291846409442,947.3903222220753,201.0,Discesa,,Valvan,Valvan,129.76666666666668,32.22943905884829,Valvan-Valvan,0.03333333333335986,4
51,1734866835.0,46.502898,12.934697,1637.534526,1.6,3.8,POINT (1439883.8836052832 5861308.50189903),2.0,19.003560880223272,-3.6300690000000486,19.347163282329365,-10.814387579615396,17.144113043427865,0.7209596803734915,0.3604798401867457,-0.18874666985106905,-1.840630399937007,966.7374855044046,203.0,Discesa,,Valvan,Valvan,129.8,34.824893908192855,Valvan-Valvan,0.03333333333333144,4
52,1734866837.0,46.502813,12.934829,1633.332734,1.6,3.8,POINT (1439898.5777780681 5861294.755126618),2.0,20.121939906136515,-4.201791999999841,20.555960731559882,-11.794815321192413,17.337836129021817,0.6043987246152582,0.3021993623076291,-0.20585836201948013,-2.0052373157491683,987.2934462359646,205.0,Discesa,,Valvan,Valvan,129.83333333333334,37.000729316807785,Valvan-Valvan,0.03333333333333144,4
53,1734866839.0,46.502722,12.934974,1629.258349,1.7,3.8,POINT (1439914.719104233 5861280.038017622),2.0,21.843436257816016,-4.07438500000012,22.220178232352172,-10.565776077166184,17.55675868640551,0.8321087503961451,0.41605437519807253,-0.18440758057500037,-1.7988027113034586,1009.5136244683167,207.0,Discesa,,Valvan,Valvan,129.86666666666667,39.99632081823391,Valvan-Valvan,0.03333333333333144,4
54,1734866841.0,46.502637,12.935146,1624.715681,1.6,3.8,POINT (1439933.8660566495 5861266.291289714),2.0,23.570708835707592,-4.542668000000049,24.00446099323891,-10.90858988789322,17.802225395510046,0.8921413804433698,0.4460706902216849,-0.1903908102934958,-1.856470474073642,1033.5180854615555,209.0,Discesa,,Valvan,Valvan,129.9,43.20802978783004,Valvan-Valvan,0.03333333333333144,4
55,1734866843.0,46.502584,12.935358,1621.830764,1.6,3.8,POINT (1439957.4657886976 5861257.719811426),2.0,25.10811806557663,-2.8849169999998594,25.273312780318765,-6.5545285573457015,18.06468736336847,0.6344258935399267,0.31721294676996337,-0.11439810424167646,-1.1197992133440322,1058.7913982418743,211.0,Discesa,,Valvan,Valvan,129.93333333333334,45.491963004573776,Valvan-Valvan,0.03333333333333144,4
56,1734866845.0,46.502528,12.935547,1619.849176,1.7,3.8,POINT (1439978.5051724575 5861248.663164199),2.0,22.90586230594153,-1.9815880000001016,22.99141620215026,-4.9443525365793315,18.283653201870838,-1.1409482890842533,-0.5704741445421266,-0.0862952311426427,-0.8455059100788641,1081.7828144440246,213.0,Discesa,,Valvan,Valvan,129.96666666666667,41.38454916387047,Valvan-Valvan,0.03333333333333144,4
57,1734866847.0,46.502474,12.935727,1617.806082,1.5,3.8,POINT (1439998.5426808002 5861239.929977496),2.0,21.85795714549288,-2.0430939999998827,21.953234924881542,-5.340001478797975,18.48116175687471,-0.5190906386343581,-0.25954531931717906,-0.09320060786639082,-0.9129748854134763,1103.7360493689062,215.0,Discesa,,Valvan,Valvan,130.0,39.51582286478678,Valvan-Valvan,0.03333333333333144,4
58,1734866849.0,46.502415,12.93591,1616.571355,1.5,3.8,POINT (1440018.9141476154 5861230.38817231),2.0,22.49539300429864,-1.2347270000000208,22.529253364955913,-3.141697953045326,18.68458566747421,0.28800922003718554,0.14400461001859277,-0.05483297338380715,-0.5376419570495566,1126.265302733862,217.0,Discesa,,Valvan,Valvan,130.03333333333333,40.55265605692065,Valvan-Valvan,0.03333333333333144,4
59,1734866851.0,46.502373,12.936092,1614.874132,1.5,3.8,POINT (1440039.17429494 5861223.59570713),2.0,21.368461639419525,-1.6972230000001218,21.435757946643108,-4.541271955459571,18.866318805706936,-0.5467477091564028,-0.2733738545782014,-0.0792601478512508,-0.7767281974094407,1147.7010606805052,219.0,Discesa,,Valvan,Valvan,130.06666666666666,38.58436430395759,Valvan-Valvan,0.03333333333333144,4
60,1734866853.0,46.502354,12.93627,1613.387046,1.5,3.8,POINT (1440058.9891643012 5861220.522926985),2.0,20.051708795473754,-1.487085999999863,20.106776230661023,-4.241436808888714,19.023114085430763,-0.6644908579910425,-0.33224542899552123,-0.07402703733038957,-0.7255421502007263,1167.8078369111663,221.0,Discesa,,Valvan,Valvan,130.1,36.19219721518984,Valvan-Valvan,0.03333333333333144,4
61,1734866855.0,46.502343,12.936461,1611.605157,1.4,3.8,POINT (1440080.2511870426 5861218.7439495),2.0,21.336315800720524,-1.781889000000092,21.41059318086254,-4.773942711880524,19.19814505978163,0.6519084751007593,0.32595423755037967,-0.08332101862390216,-0.8164337597907082,1189.218430092029,223.0,Discesa,,Valvan,Valvan,130.13333333333333,38.53906772555258,Valvan-Valvan,0.03333333333333144,4
62,1734866857.0,46.502311,12.936642,1610.166645,1.4,3.8,POINT (1440100.4000148764 5861213.568744312),2.0,20.802836629017154,-1.438511999999946,20.8525137234752,-3.9556947596765517,19.361135101048067,-0.2790397286936699,-0.13951986434683494,-0.06903989776024165,-0.6767434807685934,1210.070943815504,225.0,Discesa,,Valvan,Valvan,130.16666666666666,37.53452470225536,Valvan-Valvan,0.03333333333333144,4
63,1734866859.0,46.502286,12.93681,1608.482054,1.4,3.8,POINT (1440119.1016893294 5861209.525617379),2.0,19.133726838855473,-1.6845909999999549,19.20774191781062,-5.031519214261328,19.495168584316886,-0.8223859028322913,-0.41119295141614565,-0.0878165766662182,-0.8603737899391374,1229.2786857333147,227.0,Discesa,,Valvan,Valvan,130.2,34.57393545205912,Valvan-Valvan,0.03333333333333144,4
64,1734866861.0,46.502268,12.936976,1606.362099,1.5,3.8,POINT (1440137.5807248012 5861206.614567138),2.0,18.706922928979235,-2.119955000000118,18.82666127258879,-6.465439397074825,19.620870083935603,-0.19054032261091436,-0.09527016130545718,-0.11284320506711273,-1.1046440071814958,1248.1053470059035,229.0,Discesa,,Valvan,Valvan,130.23333333333332,33.88799029065982,Valvan-Valvan,0.03333333333333144,4
65,1734866863.0,46.502225,12.937146,1602.911421,1.5,3.8,POINT (1440156.505038236 5861199.660395465),2.0,20.161600696474228,-3.4506779999999253,20.454762802431944,-9.71212786294924,19.769767945064967,0.8140507649215767,0.40702538246078834,-0.16950860858314484,-1.6549275837104591,1268.5601098083355,231.0,Discesa,,Valvan,Valvan,130.26666666666668,36.8185730443775,Valvan-Valvan,0.03333333333335986,4
66,1734866865.0,46.502201,12.937318,1599.147936,1.6,3.8,POINT (1440175.6519906523 5861195.778999713),2.0,19.536402427570742,-3.763484999999946,19.895598487032668,-10.903865338326034,19.907470171087233,-0.2795821576996378,-0.1397910788498189,-0.19030835134787474,-1.855676162446817,1288.4557082953681,233.0,Discesa,,Valvan,Valvan,130.3,35.812077276658805,Valvan-Valvan,0.03333333333333144,4
